# time [s],                        UTM easting [m, +ve = towards East]                        UTM northing [m, +ve = towards North]                        altitude [m]
1.536097464932345152e+09,6.254954128080406226e+05,5.041738754061372951e+06,2.563999938964843750e+01
1.536097464984572649e+09,6.254954211815001909e+05,5.041738778124319389e+06,2.561000061035156250e+01
1.536097465026662111e+09,6.254953956187966978e+05,5.041738864673328586e+06,2.562999916076660156e+01
1.536097465070001602e+09,6.254953942550363718e+05,5.041738880761509761e+06,2.563999938964843750e+01
1.536097465113426208e+09,6.254953913260055706e+05,5.041738903486838564e+06,2.563999938964843750e+01
1.536097465160590410e+09,6.254953106202228228e+05,5.041739097109660506e+06,2.577000045776367188e+01
1.536097465211015701e+09,6.254954135130986106e+05,5.041738783898376860e+06,2.562000083923339844e+01
1.536097465259365320e+09,6.254954095024163835e+05,5.041738815122881904e+06,2.562000083923339844e+01
1.536097465307815075e+09,6.254954081053026021e+05,5.041738832877515815e+06,2.562000083923339844e+01
1.536097465356421232e+09,6.254954220329694217e+05,5.041738878724161536e+06,2.555999946594238281e+01
1.536097465405050993e+09,6.254953729490390979e+05,5.041739047417385504e+06,2.563999938964843750e+01
1.536097465453727245e+09,6.254953776217059931e+05,5.041739067701557651e+06,2.562999916076660156e+01
1.536097465503097773e+09,6.254953735280997353e+05,5.041739083549868315e+06,2.562999916076660156e+01
1.536097465552426577e+09,6.254953670659690397e+05,5.041739107130662538e+06,2.563999938964843750e+01
1.536097465599574327e+09,6.254953335958500393e+05,5.041739237422188744e+06,2.569000053405761719e+01
1.536097465648957014e+09,6.254953324447196210e+05,5.041739262405923568e+06,2.569000053405761719e+01
1.536097465698513508e+09,6.254953272726996802e+05,5.041739280085007660e+06,2.569000053405761719e+01
1.536097465745994806e+09,6.254953320000225212e+05,5.041739284625268541e+06,2.570000076293945312e+01
1.536097465793911219e+09,6.254952533983009635e+05,5.041739568314587697e+06,2.581999969482421875e+01
1.536097465843565464e+09,6.254952501602909761e+05,5.041739586958552711e+06,2.581999969482421875e+01
1.536097465892224550e+09,6.254952508532988140e+05,5.041739604384545237e+06,2.581999969482421875e+01
1.536097465940426588e+09,6.254952361529845512e+05,5.041739623169576749e+06,2.582999992370605469e+01
1.536097466029180288e+09,6.254952267326458823e+05,5.041739677440234460e+06,2.585000038146972656e+01
1.536097466072287798e+09,6.254952288950396469e+05,5.041739699526518583e+06,2.585000038146972656e+01
1.536097466115890503e+09,6.254952210677543189e+05,5.041739719745753333e+06,2.586000061035156250e+01
1.536097466163171530e+09,6.254951920858816011e+05,5.041739736392600462e+06,2.592000007629394531e+01
1.536097466211775541e+09,6.254953425349207828e+05,5.041739265756870620e+06,2.569000053405761719e+01
1.536097466260905743e+09,6.254953393909542356e+05,5.041739299221548252e+06,2.569000053405761719e+01
1.536097466309610128e+09,6.254953329246545909e+05,5.041739316504254006e+06,2.570000076293945312e+01
1.536097466358061075e+09,6.254953471006078180e+05,5.041739349945100024e+06,2.567000007629394531e+01
1.536097466407083750e+09,6.254952416224457556e+05,5.041739707746364176e+06,2.584000015258789062e+01
1.536097466455158710e+09,6.254952403962663375e+05,5.041739723466829397e+06,2.584000015258789062e+01
1.536097466504927874e+09,6.254952384562429506e+05,5.041739742322009057e+06,2.585000038146972656e+01
1.536097466553048134e+09,6.254952261666128179e+05,5.041739770787525922e+06,2.587000083923339844e+01
1.536097466601117134e+09,6.254951825706372038e+05,5.041739919029461220e+06,2.593000030517578125e+01
1.536097466650759459e+09,6.254951828661917243e+05,5.041739943301207386e+06,2.593000030517578125e+01
1.536097466698785782e+09,6.254951838565963553e+05,5.041739958880800754e+06,2.593000030517578125e+01
1.536097466747585297e+09,6.254951960350761656e+05,5.041739988021254539e+06,2.589999961853027344e+01
1.536097466796624660e+09,6.254952400498297065e+05,5.041739870907242410e+06,2.584000015258789062e+01
1.536097466845700264e+09,6.254952379838089691e+05,5.041739896057901904e+06,2.585000038146972656e+01
1.536097466892961502e+09,6.254952372412488330e+05,5.041739913640398532e+06,2.582999992370605469e+01
1.536097466942177296e+09,6.254951946911987616e+05,5.041739918531100266e+06,2.593000030517578125e+01
1.536097466989024162e+09,6.254953084696094738e+05,5.041739549411364831e+06,2.576000022888183594e+01
1.536097467075335503e+09,6.254953130936350208e+05,5.041739565619383007e+06,2.575000000000000000e+01
1.536097467118160248e+09,6.254953118012183113e+05,5.041739591155997477e+06,2.576000022888183594e+01
1.536097467165938139e+09,6.254953211419155123e+05,5.041739618943010457e+06,2.575000000000000000e+01
1.536097467214735508e+09,6.254952997335125692e+05,5.041739706130866893e+06,2.578000068664550781e+01
1.536097467264811993e+09,6.254952986981933936e+05,5.041739738341098651e+06,2.577000045776367188e+01
1.536097467321311474e+09,6.254952989006367279e+05,5.041739760758628137e+06,2.577000045776367188e+01
1.536097467360655308e+09,6.254952596191741759e+05,5.041739758490569890e+06,2.585000038146972656e+01
1.536097467410263300e+09,6.254953257131063147e+05,5.041739572725657374e+06,2.576000022888183594e+01
1.536097467463576555e+09,6.254953228100175038e+05,5.041739594154858030e+06,2.576000022888183594e+01
1.536097467508901119e+09,6.254953232056284323e+05,5.041739613427252509e+06,2.576000022888183594e+01
1.536097467556393147e+09,6.254953172345301136e+05,5.041739638499756344e+06,2.576000022888183594e+01
1.536097467604540348e+09,6.254951099322177470e+05,5.041740327686762437e+06,2.606999969482421875e+01
1.536097467653632164e+09,6.254951151737368200e+05,5.041740345574260689e+06,2.607999992370605469e+01
1.536097467702457190e+09,6.254951188384019770e+05,5.041740364171139896e+06,2.607999992370605469e+01
1.536097467751477480e+09,6.254951045911302790e+05,5.041740373333000578e+06,2.610000038146972656e+01
1.536097467800055265e+09,6.254951407308855560e+05,5.041740285328563303e+06,2.604999923706054688e+01
1.536097467849566460e+09,6.254951321897574235e+05,5.041740308682510629e+06,2.604999923706054688e+01
1.536097467896402121e+09,6.254951296697633807e+05,5.041740330489849672e+06,2.604999923706054688e+01
1.536097467946245432e+09,6.254951314981690375e+05,5.041740362757393159e+06,2.604000091552734375e+01
1.536097467992700100e+09,6.254950746773092542e+05,5.041740566675727256e+06,2.612000083923339844e+01
1.536097468078330755e+09,6.254950692898876732e+05,5.041740588610910811e+06,2.612000083923339844e+01
1.536097468121436834e+09,6.254950704878183315e+05,5.041740593821476214e+06,2.611000061035156250e+01
1.536097468170997143e+09,6.254950670418175869e+05,5.041740616351222619e+06,2.612999916076660156e+01
1.536097468217379093e+09,6.254950788144761464e+05,5.041740587690122426e+06,2.610000038146972656e+01
1.536097468266191244e+09,6.254950788232858758e+05,5.041740606769541278e+06,2.611000061035156250e+01
1.536097468315618753e+09,6.254950774076472735e+05,5.041740625449981540e+06,2.612000083923339844e+01
1.536097468363217354e+09,6.254950778264248511e+05,5.041740656577901915e+06,2.611000061035156250e+01
1.536097468412616253e+09,6.254951204310795292e+05,5.041740531841014512e+06,2.604000091552734375e+01
1.536097468460532665e+09,6.254951209865079727e+05,5.041740549634726718e+06,2.604000091552734375e+01
1.536097468509357452e+09,6.254951247994051082e+05,5.041740560825159773e+06,2.604999923706054688e+01
1.536097468558194160e+09,6.254951150232885266e+05,5.041740580820155330e+06,2.606999969482421875e+01
1.536097468607382059e+09,6.254950943435590016e+05,5.041740664132652804e+06,2.609000015258789062e+01
1.536097468657134771e+09,6.254950921283743810e+05,5.041740683723267168e+06,2.611000061035156250e+01
1.536097468705418348e+09,6.254950932721151039e+05,5.041740711160991341e+06,2.611000061035156250e+01
1.536097468752233744e+09,6.254951136480146088e+05,5.041740747133980505e+06,2.605999946594238281e+01
1.536097468801631212e+09,6.254951220154371113e+05,5.041740738965856843e+06,2.604999923706054688e+01
1.536097468851789474e+09,6.254951213210517308e+05,5.041740754141257145e+06,2.605999946594238281e+01
1.536097468900159359e+09,6.254951292738898192e+05,5.041740773194431327e+06,2.606999969482421875e+01
1.536097468948125839e+09,6.254951564584197477e+05,5.041740794299625792e+06,2.604000091552734375e+01
1.536097468995084524e+09,6.254951472910100129e+05,5.041740848945815116e+06,2.606999969482421875e+01
1.536097469081818819e+09,6.254951452615821036e+05,5.041740865761617199e+06,2.607999992370605469e+01
1.536097469124802113e+09,6.254951415584838251e+05,5.041740881617744453e+06,2.605999946594238281e+01
1.536097469173055172e+09,6.254951612121929647e+05,5.041740908129276708e+06,2.602000045776367188e+01
1.536097469221132755e+09,6.254951395745013142e+05,5.041741013280374929e+06,2.605999946594238281e+01
1.536097469270178556e+09,6.254951315021688351e+05,5.041741039237000979e+06,2.605999946594238281e+01
1.536097469320194244e+09,6.254951353335946333e+05,5.041741049501628615e+06,2.605999946594238281e+01
1.536097469367682934e+09,6.254951246106348699e+05,5.041741090779741295e+06,2.604999923706054688e+01
1.536097469417350769e+09,6.254950900213528657e+05,5.041741224938813597e+06,2.611000061035156250e+01
1.536097469466249466e+09,6.254950949173000408e+05,5.041741247079808265e+06,2.611000061035156250e+01
1.536097469515680552e+09,6.254950900510227075e+05,5.041741275508660823e+06,2.611000061035156250e+01
1.536097469563863754e+09,6.254951056384404656e+05,5.041741283970982768e+06,2.612000083923339844e+01
1.536097469612507105e+09,6.254951716165425023e+05,5.041741090979572386e+06,2.603000068664550781e+01
1.536097469660947800e+09,6.254951771031115204e+05,5.041741103129679337e+06,2.602000045776367188e+01
1.536097469710733175e+09,6.254951792353916680e+05,5.041741120214007795e+06,2.602000045776367188e+01
1.536097469760881901e+09,6.254951720529401209e+05,5.041741160266330466e+06,2.602000045776367188e+01
1.536097469807105541e+09,6.254951136473537190e+05,5.041741358781119809e+06,2.611000061035156250e+01
1.536097469856111765e+09,6.254951148049850017e+05,5.041741372511707246e+06,2.612000083923339844e+01
1.536097469904174805e+09,6.254951225229585543e+05,5.041741383780294098e+06,2.611000061035156250e+01
1.536097469954403400e+09,6.254950999907272635e+05,5.041741410003228113e+06,2.612999916076660156e+01
1.536097470000972033e+09,6.254951926627464127e+05,5.041741139006278478e+06,2.601000022888183594e+01
1.536097470086465120e+09,6.254951980386058567e+05,5.041741163194466382e+06,2.601000022888183594e+01
1.536097470129744530e+09,6.254951955274229404e+05,5.041741204081222415e+06,2.601000022888183594e+01
1.536097470178701639e+09,6.254951980511434376e+05,5.041741234139859676e+06,2.598999977111816406e+01
1.536097470226994038e+09,6.254952422298773890e+05,5.041741121845246293e+06,2.593000030517578125e+01
1.536097470276010275e+09,6.254952438651124248e+05,5.041741157257927582e+06,2.590999984741210938e+01
1.536097470325110435e+09,6.254952428251585225e+05,5.041741176686826162e+06,2.590999984741210938e+01
1.536097470373460770e+09,6.254952216696653049e+05,5.041741212199081667e+06,2.594000053405761719e+01
1.536097470422360897e+09,6.254951380043493118e+05,5.041741521164304577e+06,2.605999946594238281e+01
1.536097470472065687e+09,6.254951305120105390e+05,5.041741596219908446e+06,2.607999992370605469e+01
1.536097470520522356e+09,6.254951330283194548e+05,5.041741626648867503e+06,2.609000015258789062e+01
1.536097470569216490e+09,6.254951480867163045e+05,5.041741622504597530e+06,2.612000083923339844e+01
1.536097470618555307e+09,6.254951793694407679e+05,5.041741536440540105e+06,2.609000015258789062e+01
1.536097470667232037e+09,6.254951852516202489e+05,5.041741567863040604e+06,2.606999969482421875e+01
1.536097470715579271e+09,6.254951885591291357e+05,5.041741584785656072e+06,2.607999992370605469e+01
1.536097470763672352e+09,6.254951916095395572e+05,5.041741595034651458e+06,2.609000015258789062e+01
1.536097470811997890e+09,6.254952684231734602e+05,5.041741374660037458e+06,2.597999954223632812e+01
1.536097470861042023e+09,6.254952743187785381e+05,5.041741385892150924e+06,2.597999954223632812e+01
1.536097470909993172e+09,6.254952753758879844e+05,5.041741398138842545e+06,2.597999954223632812e+01
1.536097470959476948e+09,6.254952598496265709e+05,5.041741412646929733e+06,2.602000045776367188e+01
1.536097471004994154e+09,6.254951584776166128e+05,5.041741773494143039e+06,2.617000007629394531e+01
1.536097471048324823e+09,6.254951643991611199e+05,5.041741783430129290e+06,2.615999984741210938e+01
1.536097471096999168e+09,6.254951656545407604e+05,5.041741811796266586e+06,2.617000007629394531e+01
1.536097471140247583e+09,6.254951725326714804e+05,5.041741832495048642e+06,2.615999984741210938e+01
1.536097471232117653e+09,6.254950980806419393e+05,5.041742104041887447e+06,2.627000045776367188e+01
1.536097471281238079e+09,6.254951004468530882e+05,5.041742115944307297e+06,2.627000045776367188e+01
1.536097471333647490e+09,6.254951061349326046e+05,5.041742137545448728e+06,2.628000068664550781e+01
1.536097471378930569e+09,6.254951094382688170e+05,5.041742148169977590e+06,2.628000068664550781e+01
1.536097471427581310e+09,6.254951510353802005e+05,5.041742028229046613e+06,2.621999931335449219e+01
1.536097471476357222e+09,6.254951487803639611e+05,5.041742062822927721e+06,2.620999908447265625e+01
1.536097471526170254e+09,6.254951569184913533e+05,5.041742072618042119e+06,2.620999908447265625e+01
1.536097471574992180e+09,6.254951568013031501e+05,5.041742097992938012e+06,2.621999931335449219e+01
1.536097471623347044e+09,6.254952194626375567e+05,5.041741914567388594e+06,2.612999916076660156e+01
1.536097471671570539e+09,6.254952242691768333e+05,5.041741934669007547e+06,2.612000083923339844e+01
1.536097471720530987e+09,6.254952290122538107e+05,5.041741951435116120e+06,2.612999916076660156e+01
1.536097471771336794e+09,6.254952170450307894e+05,5.041741963791608810e+06,2.617000007629394531e+01
1.536097471818228006e+09,6.254952314470112324e+05,5.041741933886486106e+06,2.615999984741210938e+01
1.536097471866386652e+09,6.254952440405370435e+05,5.041741942288888618e+06,2.615999984741210938e+01
1.536097471914651394e+09,6.254952493742341176e+05,5.041741949064108543e+06,2.615999984741210938e+01
1.536097471964715958e+09,6.254952264042312745e+05,5.041741938601679169e+06,2.621999931335449219e+01
1.536097472011857748e+09,6.254953029464078136e+05,5.041741718777337112e+06,2.612999916076660156e+01
1.536097472055080175e+09,6.254953085932576796e+05,5.041741735932006501e+06,2.611000061035156250e+01
1.536097472097812653e+09,6.254953156089675613e+05,5.041741756263072602e+06,2.611000061035156250e+01
1.536097472145142317e+09,6.254953403494575759e+05,5.041741769354232587e+06,2.611000061035156250e+01
1.536097472193617582e+09,6.254953560531319818e+05,5.041741739475163631e+06,2.609000015258789062e+01
1.536097472243662357e+09,6.254953695837822743e+05,5.041741746599674225e+06,2.607999992370605469e+01
1.536097472291834831e+09,6.254958020103059243e+05,5.041741195473010652e+06,2.662999916076660156e+01
1.536097472339957952e+09,6.254953869690258289e+05,5.041741775844338350e+06,2.607999992370605469e+01
1.536097472432464838e+09,6.254953777400121326e+05,5.041741853088008240e+06,2.610000038146972656e+01
1.536097472482758760e+09,6.254953702397717861e+05,5.041741869979551062e+06,2.611000061035156250e+01
1.536097472530362368e+09,6.254953723308217013e+05,5.041741882617405616e+06,2.612000083923339844e+01
1.536097472578879356e+09,6.254954098695882130e+05,5.041741906893596053e+06,2.605999946594238281e+01
1.536097472628175735e+09,6.254958542623999529e+05,5.041741330443952233e+06,2.655999946594238281e+01
1.536097472676293135e+09,6.254958675924710697e+05,5.041741341083920561e+06,2.657999992370605469e+01
1.536097472725980759e+09,6.254958686690382892e+05,5.041741365371299908e+06,2.657999992370605469e+01
1.536097472774665833e+09,6.254958787564616650e+05,5.041741381873900071e+06,2.655999946594238281e+01
1.536097472822938681e+09,6.254958881967447232e+05,5.041741398178313859e+06,2.656999969482421875e+01
1.536097472871320724e+09,6.254958910993859172e+05,5.041741422317007557e+06,2.657999992370605469e+01
1.536097472921051264e+09,6.254958962033212883e+05,5.041741440572221763e+06,2.655999946594238281e+01
1.536097472968855858e+09,6.254958793336717645e+05,5.041741444124534726e+06,2.663999938964843750e+01
1.536097473015120745e+09,6.254958834221926518e+05,5.041741461062778719e+06,2.664999961853027344e+01
1.536097473058228970e+09,6.254958776345413644e+05,5.041741502995372750e+06,2.663999938964843750e+01
1.536097473102127552e+09,6.254958889388880925e+05,5.041741530265980400e+06,2.663999938964843750e+01
1.536097473150682449e+09,6.254958918146578362e+05,5.041741542734302580e+06,2.664999961853027344e+01
1.536097473198572397e+09,6.254959021851191064e+05,5.041741564614395611e+06,2.667000007629394531e+01
1.536097473247763872e+09,6.254959084198144265e+05,5.041741584929832257e+06,2.667000007629394531e+01
1.536097473296579123e+09,6.254959208164643496e+05,5.041741596662531607e+06,2.665999984741210938e+01
1.536097473345603466e+09,6.254959009645071346e+05,5.041741606082687154e+06,2.670999908447265625e+01
1.536097473394623995e+09,6.254959125690257642e+05,5.041741618355239742e+06,2.670999908447265625e+01
1.536097473443164587e+09,6.254959251032570610e+05,5.041741629720222205e+06,2.671999931335449219e+01
1.536097473491540909e+09,6.254959304749424336e+05,5.041741647610325366e+06,2.671999931335449219e+01
1.536097473540020227e+09,6.254959158593987813e+05,5.041741655653398484e+06,2.676000022888183594e+01
1.536097473633487463e+09,6.254959252172234701e+05,5.041741663064868189e+06,2.677000045776367188e+01
1.536097473680581808e+09,6.254959207423795015e+05,5.041741704468028620e+06,2.673999977111816406e+01
1.536097473730129957e+09,6.254959271660699742e+05,5.041741715340242721e+06,2.672999954223632812e+01
1.536097473779325008e+09,6.254959198631674517e+05,5.041741735384736210e+06,2.677000045776367188e+01
1.536097473827884912e+09,6.254959315645031165e+05,5.041741749326343648e+06,2.677000045776367188e+01
1.536097473875727654e+09,6.254959366420306033e+05,5.041741762394442223e+06,2.677000045776367188e+01
1.536097473925380468e+09,6.254959428169665625e+05,5.041741779189209454e+06,2.676000022888183594e+01
1.536097473973828554e+09,6.254959840078793932e+05,5.041741803168029524e+06,2.672999954223632812e+01
1.536097474020917654e+09,6.254959883683224907e+05,5.041741826039249077e+06,2.671999931335449219e+01
1.536097474064988852e+09,6.254959984001582488e+05,5.041741845319267362e+06,2.671999931335449219e+01
1.536097474107276917e+09,6.254959861040300457e+05,5.041741835070462897e+06,2.671999931335449219e+01
1.536097474154383183e+09,6.254959931832033908e+05,5.041741858737035654e+06,2.671999931335449219e+01
1.536097474203477383e+09,6.254960064915028634e+05,5.041741876971219666e+06,2.671999931335449219e+01
1.536097474252225637e+09,6.254960229382207617e+05,5.041741888044038787e+06,2.672999954223632812e+01
1.536097474301900864e+09,6.254960280152852647e+05,5.041741894628887065e+06,2.671999931335449219e+01
1.536097474349853277e+09,6.254960749679245055e+05,5.041741930022379383e+06,2.663999938964843750e+01
1.536097474398531199e+09,6.254960896293325350e+05,5.041741939207109623e+06,2.663999938964843750e+01
1.536097474447567940e+09,6.254960859489318682e+05,5.041741960435516201e+06,2.664999961853027344e+01
1.536097474496293545e+09,6.254960955564405303e+05,5.041741974890925921e+06,2.664999961853027344e+01
1.536097474544300318e+09,6.254961225477932021e+05,5.041741999141259119e+06,2.663999938964843750e+01
1.536097474594290972e+09,6.254961371392545989e+05,5.041742018327300437e+06,2.663999938964843750e+01
1.536097474642364264e+09,6.254961527229652274e+05,5.041742026974784210e+06,2.663999938964843750e+01
1.536097474690922260e+09,6.254961584670913871e+05,5.041742052281759679e+06,2.663999938964843750e+01
1.536097474782883406e+09,6.254961825683165807e+05,5.041742071287658997e+06,2.661000061035156250e+01
1.536097474830785275e+09,6.254961922133478802e+05,5.041742090374701656e+06,2.661000061035156250e+01
1.536097474880003452e+09,6.254962004705248401e+05,5.041742100727906451e+06,2.662999916076660156e+01
1.536097474929954767e+09,6.254962087874587160e+05,5.041742114601779729e+06,2.662000083923339844e+01
1.536097474977681637e+09,6.254962270570101682e+05,5.041742132194318809e+06,2.662000083923339844e+01
1.536097475024387360e+09,6.254962318005467532e+05,5.041742155443674885e+06,2.662000083923339844e+01
1.536097475067331553e+09,6.254962524126786739e+05,5.041742166599858552e+06,2.662999916076660156e+01
1.536097475110498190e+09,6.254962490037345560e+05,5.041742187277993187e+06,2.665999984741210938e+01
1.536097475159819126e+09,6.254962715466315858e+05,5.041742206067469902e+06,2.664999961853027344e+01
1.536097475208829880e+09,6.254962817049286095e+05,5.041742225535257719e+06,2.664999961853027344e+01
1.536097475256572962e+09,6.254963006105010863e+05,5.041742243881464005e+06,2.664999961853027344e+01
1.536097475305769205e+09,6.254963114719920559e+05,5.041742267253270373e+06,2.664999961853027344e+01
1.536097475354158163e+09,6.254963400920770364e+05,5.041742288201966323e+06,2.663999938964843750e+01
1.536097475403743029e+09,6.254963494952990441e+05,5.041742306357991882e+06,2.663999938964843750e+01
1.536097475452402830e+09,6.254963500618401449e+05,5.041742323596219532e+06,2.663999938964843750e+01
1.536097475500130892e+09,6.254963633479024284e+05,5.041742342941370793e+06,2.664999961853027344e+01
1.536097475549441814e+09,6.254963746179642621e+05,5.041742358911937103e+06,2.665999984741210938e+01
1.536097475598271608e+09,6.254960537315641996e+05,5.041742704807332717e+06,2.603000068664550781e+01
1.536097475647056818e+09,6.254960671769774053e+05,5.041742716190552339e+06,2.604000091552734375e+01
1.536097475695183992e+09,6.254960747541257879e+05,5.041742734495266341e+06,2.603000068664550781e+01
1.536097475743706226e+09,6.254960591157739982e+05,5.041742793642830104e+06,2.604999923706054688e+01
1.536097475792347431e+09,6.254960713081357535e+05,5.041742809076147154e+06,2.605999946594238281e+01
1.536097475841786146e+09,6.254960800683898851e+05,5.041742833332072943e+06,2.605999946594238281e+01
1.536097475934022427e+09,6.254960931126424111e+05,5.041742851746208034e+06,2.605999946594238281e+01
1.536097475980884314e+09,6.254960941271390766e+05,5.041742892147821374e+06,2.609000015258789062e+01
1.536097476027700901e+09,6.254961038462867728e+05,5.041742907531640492e+06,2.609000015258789062e+01
1.536097476070850611e+09,6.254961183891056571e+05,5.041742922641529702e+06,2.610000038146972656e+01
1.536097476114982605e+09,6.254961341298515908e+05,5.041742942961986177e+06,2.611000061035156250e+01
1.536097476163294792e+09,6.254961498196604662e+05,5.041743030892332084e+06,2.611000061035156250e+01
1.536097476211833000e+09,6.254961596212661825e+05,5.041743055169097148e+06,2.611000061035156250e+01
1.536097476260121584e+09,6.254961726919233333e+05,5.041743078770349734e+06,2.611000061035156250e+01
1.536097476312021255e+09,6.254961785453781486e+05,5.041743124640634283e+06,2.612999916076660156e+01
1.536097476357757330e+09,6.254960031103963265e+05,5.041743737592739053e+06,2.638999938964843750e+01
1.536097476406426191e+09,6.254959954874118557e+05,5.041743806162490509e+06,2.640999984741210938e+01
1.536097476454608917e+09,6.254960046038883738e+05,5.041743819126188755e+06,2.640999984741210938e+01
1.536097476504009008e+09,6.254960173799241893e+05,5.041743831422187388e+06,2.640999984741210938e+01
1.536097476552562475e+09,6.254961914507044712e+05,5.041743332177292556e+06,2.617000007629394531e+01
1.536097476600873470e+09,6.254962031821464188e+05,5.041743351120857522e+06,2.617000007629394531e+01
1.536097476648903370e+09,6.254962153337443015e+05,5.041743368590949103e+06,2.617000007629394531e+01
1.536097476697337151e+09,6.254962195301994216e+05,5.041743386642768048e+06,2.617000007629394531e+01
1.536097476747489452e+09,6.254962692390424199e+05,5.041743271309842356e+06,2.610000038146972656e+01
1.536097476795687914e+09,6.254962806503889151e+05,5.041743286727529019e+06,2.611000061035156250e+01
1.536097476844330311e+09,6.254962962202003691e+05,5.041743309082154185e+06,2.610000038146972656e+01
1.536097476892377615e+09,6.254963100417600945e+05,5.041743327697082423e+06,2.610000038146972656e+01
1.536097476941087246e+09,6.254964871819886612e+05,5.041742896309765987e+06,2.589999961853027344e+01
1.536097476990986824e+09,6.254964941235762089e+05,5.041742920344057493e+06,2.590999984741210938e+01
1.536097477073492050e+09,6.254965118566957535e+05,5.041742925700325519e+06,2.590999984741210938e+01
1.536097477116495609e+09,6.254965272217565216e+05,5.041742945272324607e+06,2.592000007629394531e+01
1.536097477164622784e+09,6.254963549492486054e+05,5.041743575885072351e+06,2.615999984741210938e+01
1.536097477214790344e+09,6.254963696037037298e+05,5.041743591923374683e+06,2.615999984741210938e+01
1.536097477263311148e+09,6.254963884865733562e+05,5.041743604897303507e+06,2.615999984741210938e+01
1.536097477311730146e+09,6.254964016753522446e+05,5.041743616090150550e+06,2.615999984741210938e+01
1.536097477360522509e+09,6.254962654527416453e+05,5.041744098124708980e+06,2.637999916076660156e+01
1.536097477408445120e+09,6.254962762776330346e+05,5.041744129831371829e+06,2.638999938964843750e+01
1.536097477460263491e+09,6.254962910914402455e+05,5.041744137907744385e+06,2.638999938964843750e+01
1.536097477507648230e+09,6.254963071587618906e+05,5.041744148417261429e+06,2.638999938964843750e+01
1.536097477554093599e+09,6.254963492459979607e+05,5.041744069052689709e+06,2.632999992370605469e+01
1.536097477603752613e+09,6.254963585297015961e+05,5.041744080167382956e+06,2.632999992370605469e+01
1.536097477652403593e+09,6.254963664167542011e+05,5.041744115519953892e+06,2.635000038146972656e+01
1.536097477701523781e+09,6.254963755341577344e+05,5.041744141450147144e+06,2.635000038146972656e+01
1.536097477750610352e+09,6.254965293337921612e+05,5.041743718116518110e+06,2.614999961853027344e+01
1.536097477797064304e+09,6.254965410388272721e+05,5.041743731872967444e+06,2.615999984741210938e+01
1.536097477846303463e+09,6.254965517919148551e+05,5.041743747647950426e+06,2.617000007629394531e+01
1.536097477896753550e+09,6.254965574688680936e+05,5.041743769804579206e+06,2.615999984741210938e+01
1.536097477944648504e+09,6.254965559258413268e+05,5.041743827381892130e+06,2.615999984741210938e+01
1.536097477990105867e+09,6.254965748944074148e+05,5.041743842580363154e+06,2.617000007629394531e+01
1.536097478080957651e+09,6.254965855057433946e+05,5.041743852424980141e+06,2.617000007629394531e+01
1.536097478120083809e+09,6.254965943438148824e+05,5.041743872792519629e+06,2.617000007629394531e+01
1.536097478168210745e+09,6.254964044674553443e+05,5.041744537136248313e+06,2.645999908447265625e+01
1.536097478216685534e+09,6.254964184673584532e+05,5.041744553346685134e+06,2.645999908447265625e+01
1.536097478264719009e+09,6.254964216937974561e+05,5.041744580826093443e+06,2.645999908447265625e+01
1.536097478314902067e+09,6.254964369388738414e+05,5.041744586873506196e+06,2.645999908447265625e+01
1.536097478363376856e+09,6.254964553673045011e+05,5.041744590020865202e+06,2.643000030517578125e+01
1.536097478411741495e+09,6.254964722749326611e+05,5.041744597583438270e+06,2.643000030517578125e+01
1.536097478459836960e+09,6.254964839841381181e+05,5.041744617637970485e+06,2.642000007629394531e+01
1.536097478509614944e+09,6.254965038560102694e+05,5.041744626741751097e+06,2.640999984741210938e+01
1.536097478557111502e+09,6.254966194804345723e+05,5.041744328048419207e+06,2.625000000000000000e+01
1.536097478605779409e+09,6.254966324459315510e+05,5.041744337384447455e+06,2.623999977111816406e+01
1.536097478654913902e+09,6.254966490010402631e+05,5.041744356054083444e+06,2.623999977111816406e+01
1.536097478703336477e+09,6.254966608246612595e+05,5.041744363885375671e+06,2.625000000000000000e+01
1.536097478752562523e+09,6.254968026200213935e+05,5.041743902708717622e+06,2.604999923706054688e+01
1.536097478801014900e+09,6.254968143556319410e+05,5.041743927950371057e+06,2.604999923706054688e+01
1.536097478849189281e+09,6.254968317436387297e+05,5.041743944043384865e+06,2.604999923706054688e+01
1.536097478898324966e+09,6.254968430799351772e+05,5.041743950197802857e+06,2.604000091552734375e+01
1.536097478946213722e+09,6.254968925150043797e+05,5.041743750947782770e+06,2.600000000000000000e+01
1.536097478994524002e+09,6.254969052285026992e+05,5.041743772874770686e+06,2.600000000000000000e+01
1.536097479079477549e+09,6.254969224900468253e+05,5.041743788780017756e+06,2.601000022888183594e+01
1.536097479122519732e+09,6.254969390817512758e+05,5.041743799114798196e+06,2.602000045776367188e+01
1.536097479169796228e+09,6.254968999643259449e+05,5.041744009870675392e+06,2.604999923706054688e+01
1.536097479219375849e+09,6.254969089510950726e+05,5.041744029315016232e+06,2.605999946594238281e+01
1.536097479267506123e+09,6.254969246283725370e+05,5.041744046299966052e+06,2.606999969482421875e+01
1.536097479316298962e+09,6.254969402241216740e+05,5.041744067358465865e+06,2.606999969482421875e+01
1.536097479364865541e+09,6.254968957572516520e+05,5.041744259113269858e+06,2.614999961853027344e+01
