# time [s],                        UTM easting [m, +ve = towards East]                        UTM northing [m, +ve = towards North]                        altitude [m]
1.536097739326042175e+09,6.254959011886912631e+05,5.041748361620765179e+06,2.648999977111816406e+01
1.536097739374923468e+09,6.254959221167284995e+05,5.041748370004742406e+06,2.648999977111816406e+01
1.536097739422343016e+09,6.254959389428184368e+05,5.041748381640858948e+06,2.650000000000000000e+01
1.536097739471810341e+09,6.254959573865255807e+05,5.041748390530821867e+06,2.648999977111816406e+01
1.536097739521743774e+09,6.254959829339423450e+05,5.041748402341486886e+06,2.650000000000000000e+01
1.536097739568299770e+09,6.254960062161397655e+05,5.041748410216874443e+06,2.652000045776367188e+01
1.536097739618302107e+09,6.254960280331233516e+05,5.041748419730054215e+06,2.651000022888183594e+01
1.536097739665145874e+09,6.254960202336566290e+05,5.041748516637285240e+06,2.654000091552734375e+01
1.536097739715073347e+09,6.254960419538248098e+05,5.041748524481408298e+06,2.654000091552734375e+01
1.536097739763664007e+09,6.254960552954613231e+05,5.041748541049142368e+06,2.657999992370605469e+01
1.536097739813444376e+09,6.254959483026097296e+05,5.041748935496683232e+06,2.668000030517578125e+01
1.536097739860400677e+09,6.254961698233390925e+05,5.041748303646761924e+06,2.651000022888183594e+01
1.536097739909240246e+09,6.254961809562705457e+05,5.041748326468292624e+06,2.651000022888183594e+01
1.536097739957011223e+09,6.254962007276092190e+05,5.041748334088178352e+06,2.651000022888183594e+01
1.536097740004599094e+09,6.254962148572083097e+05,5.041748343817973509e+06,2.652000045776367188e+01
1.536097740048111200e+09,6.254962278852401068e+05,5.041748395574149676e+06,2.652000045776367188e+01
1.536097740091789722e+09,6.254962420792324701e+05,5.041748421605945565e+06,2.652000045776367188e+01
1.536097740138643265e+09,6.254962572196078254e+05,5.041748419871377759e+06,2.652000045776367188e+01
1.536097740230931044e+09,6.254962771067552967e+05,5.041748434717761353e+06,2.654000091552734375e+01
1.536097740280007362e+09,6.254963012876244029e+05,5.041748423717129044e+06,2.653000068664550781e+01
1.536097740328776121e+09,6.254963187650237232e+05,5.041748441849520430e+06,2.652000045776367188e+01
1.536097740377253771e+09,6.254963284614623990e+05,5.041748451861058362e+06,2.651000022888183594e+01
1.536097740426643372e+09,6.254963462029047078e+05,5.041748469813500531e+06,2.651000022888183594e+01
1.536097740474659681e+09,6.254965626438512700e+05,5.041747844530393369e+06,2.636000061035156250e+01
1.536097740524163246e+09,6.254965767859617481e+05,5.041747873154448345e+06,2.636000061035156250e+01
1.536097740571273804e+09,6.254966094815605320e+05,5.041747885663889349e+06,2.634000015258789062e+01
1.536097740619737625e+09,6.254966266736094840e+05,5.041747918053692207e+06,2.634000015258789062e+01
1.536097740669593096e+09,6.254967857860252261e+05,5.041747470004861243e+06,2.621999931335449219e+01
1.536097740717589855e+09,6.254968038128204644e+05,5.041747473699891940e+06,2.622999954223632812e+01
1.536097740767176867e+09,6.254968136806577677e+05,5.041747488160511479e+06,2.621999931335449219e+01
1.536097740814399481e+09,6.254968345220697811e+05,5.041747481353458017e+06,2.621999931335449219e+01
1.536097740862884998e+09,6.254966985876284307e+05,5.041747988030079752e+06,2.634000015258789062e+01
1.536097740912575006e+09,6.254967144798355876e+05,5.041747994275681674e+06,2.635000038146972656e+01
1.536097740961179256e+09,6.254967488926462829e+05,5.041747992556367069e+06,2.635000038146972656e+01
1.536097741007047892e+09,6.254967617136044428e+05,5.041748009113683365e+06,2.636000061035156250e+01
1.536097741050029039e+09,6.254966851158643840e+05,5.041748335817700252e+06,2.644000053405761719e+01
1.536097741093454361e+09,6.254967018826602725e+05,5.041748350416395813e+06,2.644000053405761719e+01
1.536097741141972780e+09,6.254967214835286140e+05,5.041748366553697735e+06,2.642000007629394531e+01
1.536097741190766573e+09,6.254967361162012676e+05,5.041748390186216682e+06,2.642000007629394531e+01
1.536097741239072323e+09,6.254966359944663709e+05,5.041748760134964250e+06,2.652000045776367188e+01
1.536097741331001997e+09,6.254966538396709366e+05,5.041748772902891971e+06,2.652000045776367188e+01
1.536097741379713058e+09,6.254966674666565377e+05,5.041748775213212706e+06,2.652000045776367188e+01
1.536097741428370714e+09,6.254966848991218721e+05,5.041748789084292017e+06,2.652000045776367188e+01
1.536097741477210999e+09,6.254967985403793864e+05,5.041748478866680525e+06,2.643000030517578125e+01
1.536097741525547743e+09,6.254968187216799706e+05,5.041748498535071500e+06,2.643000030517578125e+01
1.536097741573833704e+09,6.254968243379438063e+05,5.041748504204536788e+06,2.642000007629394531e+01
1.536097741622679234e+09,6.254968428492809180e+05,5.041748522728092968e+06,2.640999984741210938e+01
1.536097741671570063e+09,6.254967355608390644e+05,5.041748944955009967e+06,2.652000045776367188e+01
1.536097741720111370e+09,6.254967498136563227e+05,5.041748961540983059e+06,2.651000022888183594e+01
1.536097741768033743e+09,6.254967644463274628e+05,5.041748985173500143e+06,2.653000068664550781e+01
1.536097741818122149e+09,6.254967771297030849e+05,5.041749002098531462e+06,2.652000045776367188e+01
1.536097741865864992e+09,6.254968087209414225e+05,5.041748965683734044e+06,2.651000022888183594e+01
1.536097741915271759e+09,6.254968305532087106e+05,5.041748980939519592e+06,2.651000022888183594e+01
1.536097741962160826e+09,6.254968456866345368e+05,5.041748986058524810e+06,2.648999977111816406e+01
1.536097742008884907e+09,6.254968591663137777e+05,5.041749008741787635e+06,2.648999977111816406e+01
1.536097742052091837e+09,6.254968805557293817e+05,5.041749020098768175e+06,2.648999977111816406e+01
1.536097742095888376e+09,6.254969089219273301e+05,5.041749027705440298e+06,2.647999954223632812e+01
1.536097742144039392e+09,6.254969456861132057e+05,5.041749038629195653e+06,2.647999954223632812e+01
1.536097742193343639e+09,6.254969775599268032e+05,5.041749053159778006e+06,2.648999977111816406e+01
1.536097742241624832e+09,6.254970395277993521e+05,5.041748949927275069e+06,2.645999908447265625e+01
1.536097742290576696e+09,6.254970604780665599e+05,5.041748957200288773e+06,2.645999908447265625e+01
1.536097742339804411e+09,6.254970859351496911e+05,5.041748954005087726e+06,2.645000076293945312e+01
1.536097742430345058e+09,6.254971012288550846e+05,5.041748964128655382e+06,2.645000076293945312e+01
1.536097742478865862e+09,6.254970929703039583e+05,5.041749038427981548e+06,2.646999931335449219e+01
1.536097742532529116e+09,6.254971084127072245e+05,5.041749047628347762e+06,2.646999931335449219e+01
1.536097742575763464e+09,6.254971187229302013e+05,5.041749059504527599e+06,2.645999908447265625e+01
1.536097742624729633e+09,6.254971280070876237e+05,5.041749077102471143e+06,2.645999908447265625e+01
1.536097742673474550e+09,6.254972113745652605e+05,5.041748867602697574e+06,2.639999961853027344e+01
1.536097742722287416e+09,6.254972326379811857e+05,5.041748885255158879e+06,2.639999961853027344e+01
1.536097742770788193e+09,6.254972579625779763e+05,5.041748901692255400e+06,2.639999961853027344e+01
1.536097742820203304e+09,6.254972764322221046e+05,5.041748909286092035e+06,2.639999961853027344e+01
1.536097742867409229e+09,6.254973846295690164e+05,5.041748610814594664e+06,2.632999992370605469e+01
1.536097742916861057e+09,6.254974036574140191e+05,5.041748623050488532e+06,2.631999969482421875e+01
1.536097742965510368e+09,6.254974134061950026e+05,5.041748636953020468e+06,2.630999946594238281e+01
1.536097743011730433e+09,6.254974279633574188e+05,5.041748644839023240e+06,2.629999923706054688e+01
1.536097743055461407e+09,6.254973633212196874e+05,5.041748901207644492e+06,2.638999938964843750e+01
1.536097743098072290e+09,6.254973828882689122e+05,5.041748912528150715e+06,2.637000083923339844e+01
1.536097743145335913e+09,6.254973980119662592e+05,5.041748937652380206e+06,2.637999916076660156e+01
1.536097743195478439e+09,6.254974171403318178e+05,5.041748951372169890e+06,2.637999916076660156e+01
1.536097743243133545e+09,6.254972971230838448e+05,5.041749397980622947e+06,2.648999977111816406e+01
1.536097743292523146e+09,6.254973093260836322e+05,5.041749406375215389e+06,2.648999977111816406e+01
1.536097743341528177e+09,6.254973351903468138e+05,5.041749428380173631e+06,2.648999977111816406e+01
1.536097743389886618e+09,6.254973475383395562e+05,5.041749436036723666e+06,2.647999954223632812e+01
1.536097743438174963e+09,6.254974448232541326e+05,5.041749181803310290e+06,2.640999984741210938e+01
1.536097743531129122e+09,6.254974624933549203e+05,5.041749190307321027e+06,2.640999984741210938e+01
1.536097743578517199e+09,6.254974761472060345e+05,5.041749204288011417e+06,2.640999984741210938e+01
1.536097743627457142e+09,6.254974980758259771e+05,5.041749214729609899e+06,2.640999984741210938e+01
1.536097743677240372e+09,6.254975924400511431e+05,5.041748995817697607e+06,2.634000015258789062e+01
1.536097743724794865e+09,6.254976125801211456e+05,5.041749011039618403e+06,2.634000015258789062e+01
1.536097743773296356e+09,6.254976218823431991e+05,5.041749021228506230e+06,2.635000038146972656e+01
1.536097743821931362e+09,6.254976465477563906e+05,5.041749025056405924e+06,2.634000015258789062e+01
1.536097743876252651e+09,6.254975277705723420e+05,5.041749494288388640e+06,2.645999908447265625e+01
1.536097743919537306e+09,6.254975446411268786e+05,5.041749503702576272e+06,2.645999908447265625e+01
1.536097743968162298e+09,6.254975773066066904e+05,5.041749511210061610e+06,2.644000053405761719e+01
1.536097744013689756e+09,6.254975973165064352e+05,5.041749526429378428e+06,2.644000053405761719e+01
1.536097744056888103e+09,6.254976735793572152e+05,5.041749353093550541e+06,2.639999961853027344e+01
1.536097744100950956e+09,6.254976964562167414e+05,5.041749361701772548e+06,2.639999961853027344e+01
1.536097744149049520e+09,6.254977000828835880e+05,5.041749369183773175e+06,2.637999916076660156e+01
1.536097744197184801e+09,6.254977195684011094e+05,5.041749384577826597e+06,2.637999916076660156e+01
1.536097744245259762e+09,6.254977050561674405e+05,5.041749485055412166e+06,2.640999984741210938e+01
1.536097744295239925e+09,6.254977188920712797e+05,5.041749496446453035e+06,2.640999984741210938e+01
1.536097744344086409e+09,6.254977437877104385e+05,5.041749495277604088e+06,2.638999938964843750e+01
1.536097744391777277e+09,6.254977608069627313e+05,5.041749503768590279e+06,2.639999961853027344e+01
1.536097744440205097e+09,6.254977929712259211e+05,5.041749471255210228e+06,2.639999961853027344e+01
1.536097744489449263e+09,6.254978096560231643e+05,5.041749483444210142e+06,2.638999938964843750e+01
1.536097744581417799e+09,6.254978243850423023e+05,5.041749502262539230e+06,2.639999961853027344e+01
1.536097744629996538e+09,6.254978422297789948e+05,5.041749508547223173e+06,2.639999961853027344e+01
1.536097744678391218e+09,6.254979250441719778e+05,5.041749313669983298e+06,2.636000061035156250e+01
1.536097744726226807e+09,6.254979441090717446e+05,5.041749324054266326e+06,2.635000038146972656e+01
1.536097744775884628e+09,6.254979682950341376e+05,5.041749332318221219e+06,2.635000038146972656e+01
1.536097744823881865e+09,6.254979788211225532e+05,5.041749346421546303e+06,2.636000061035156250e+01
1.536097744872638702e+09,6.254979974644797621e+05,5.041749338829562999e+06,2.636000061035156250e+01
1.536097744921860218e+09,6.254980108394625131e+05,5.041749353730848990e+06,2.635000038146972656e+01
1.536097744970846891e+09,6.254980261530823773e+05,5.041749382378353737e+06,2.636000061035156250e+01
1.536097745015885115e+09,6.254980413610885153e+05,5.041749390277383849e+06,2.637000083923339844e+01
1.536097745059260845e+09,6.254980454412560211e+05,5.041749446670597419e+06,2.638999938964843750e+01
1.536097745102647305e+09,6.254980647854831768e+05,5.041749462617532350e+06,2.637999916076660156e+01
1.536097745150632858e+09,6.254980896232161904e+05,5.041749483861007728e+06,2.637999916076660156e+01
1.536097745199712038e+09,6.254981122100901557e+05,5.041749493945311755e+06,2.637999916076660156e+01
1.536097745248575926e+09,6.254980940253225854e+05,5.041749621764223091e+06,2.642000007629394531e+01
1.536097745296860695e+09,6.254981141394471051e+05,5.041749638282274827e+06,2.642000007629394531e+01
1.536097745345557928e+09,6.254981421711854637e+05,5.041749649586966261e+06,2.640999984741210938e+01
1.536097745393844604e+09,6.254981575390046928e+05,5.041749656007311307e+06,2.640999984741210938e+01
1.536097745442881584e+09,6.254981470805353019e+05,5.041749755639852956e+06,2.644000053405761719e+01
1.536097745492235184e+09,6.254981707161720842e+05,5.041749765374675393e+06,2.644000053405761719e+01
1.536097745540154934e+09,6.254981854303657310e+05,5.041749784933649004e+06,2.645000076293945312e+01
1.536097745588787556e+09,6.254982035201560939e+05,5.041749785480943508e+06,2.645000076293945312e+01
1.536097745680590153e+09,6.254981209906314034e+05,5.041750115770931356e+06,2.654000091552734375e+01
1.536097745735500574e+09,6.254981421822392149e+05,5.041750117491716519e+06,2.653000068664550781e+01
1.536097745777902365e+09,6.254981612582559464e+05,5.041750127320516855e+06,2.652000045776367188e+01
1.536097745826506138e+09,6.254981864994657226e+05,5.041750121898175217e+06,2.652000045776367188e+01
1.536097745874854565e+09,6.254981527865916723e+05,5.041750290343319066e+06,2.655999946594238281e+01
1.536097745926638126e+09,6.254981747967366828e+05,5.041750296711371280e+06,2.655999946594238281e+01
1.536097745973798752e+09,6.254982221495447448e+05,5.041750260056335479e+06,2.654000091552734375e+01
1.536097746021451473e+09,6.254982168774553575e+05,5.041750334785904735e+06,2.655999946594238281e+01
1.536097746063133717e+09,6.254982137464347761e+05,5.041750445679221302e+06,2.659000015258789062e+01
1.536097746106200457e+09,6.254982298730300972e+05,5.041750453226164915e+06,2.661000061035156250e+01
1.536097746154432058e+09,6.254982543943697819e+05,5.041750470758600160e+06,2.657999992370605469e+01
1.536097746204042435e+09,6.254982771364272339e+05,5.041750466582887806e+06,2.657999992370605469e+01
1.536097746252580881e+09,6.254983303232265171e+05,5.041750359655178152e+06,2.654999923706054688e+01
1.536097746299715757e+09,6.254983547472872306e+05,5.041750369035310112e+06,2.654999923706054688e+01
1.536097746348573685e+09,6.254983772970985156e+05,5.041750380971226841e+06,2.654000091552734375e+01
1.536097746398363352e+09,6.254983978721408639e+05,5.041750393979031593e+06,2.653000068664550781e+01
1.536097746446200609e+09,6.254984954693070613e+05,5.041750137158588506e+06,2.646999931335449219e+01
1.536097746495939255e+09,6.254985074156714836e+05,5.041750145362810232e+06,2.646999931335449219e+01
1.536097746543098450e+09,6.254985316725048469e+05,5.041750156591951847e+06,2.646999931335449219e+01
1.536097746592858076e+09,6.254985528979283990e+05,5.041750163129534572e+06,2.646999931335449219e+01
1.536097746643050909e+09,6.254986140533075668e+05,5.041750035429718904e+06,2.643000030517578125e+01
1.536097746690675020e+09,6.254986298825081903e+05,5.041750044823066331e+06,2.643000030517578125e+01
1.536097746738733053e+09,6.254986477008417714e+05,5.041750045920631848e+06,2.642000007629394531e+01
1.536097746830937624e+09,6.254986665721056052e+05,5.041750052966807038e+06,2.642000007629394531e+01
1.536097746892644882e+09,6.254986624506842345e+05,5.041750148280530237e+06,2.645000076293945312e+01
1.536097746928824663e+09,6.254986839549763827e+05,5.041750153897518292e+06,2.645000076293945312e+01
1.536097746977036476e+09,6.254986900960798375e+05,5.041750165875494480e+06,2.643000030517578125e+01
1.536097747023586988e+09,6.254987071301528485e+05,5.041750173625838012e+06,2.644000053405761719e+01
1.536097747066746235e+09,6.254988044424409745e+05,5.041749937546058558e+06,2.637999916076660156e+01
1.536097747110097408e+09,6.254988270770279923e+05,5.041749938740021549e+06,2.637999916076660156e+01
1.536097747163971901e+09,6.254988363746171817e+05,5.041749936147578061e+06,2.637000083923339844e+01
1.536097747206394434e+09,6.254988563469911460e+05,5.041749946735263802e+06,2.636000061035156250e+01
1.536097747255447388e+09,6.254989209196650190e+05,5.041749810953488573e+06,2.632999992370605469e+01
1.536097747304431677e+09,6.254989423572515370e+05,5.041749819903379306e+06,2.634000015258789062e+01
1.536097747360143900e+09,6.254989599263642449e+05,5.041749820440255105e+06,2.632999992370605469e+01
1.536097747402196646e+09,6.254989790209084749e+05,5.041749829343250953e+06,2.631999969482421875e+01
1.536097747450364590e+09,6.254990126652115723e+05,5.041749794451438822e+06,2.631999969482421875e+01
1.536097747499625206e+09,6.254990316365369363e+05,5.041749796498259529e+06,2.631999969482421875e+01
1.536097747557343483e+09,6.254990537064378150e+05,5.041749806386985816e+06,2.634000015258789062e+01
1.536097747596361160e+09,6.254990787591101835e+05,5.041749816891112365e+06,2.634000015258789062e+01
1.536097747644870281e+09,6.254991009100794327e+05,5.041749816223043948e+06,2.632999992370605469e+01
1.536097747693885326e+09,6.254991209158077836e+05,5.041749825144279748e+06,2.632999992370605469e+01
1.536097747743019342e+09,6.254991456483849324e+05,5.041749832122531720e+06,2.634000015258789062e+01
1.536097747795838356e+09,6.254991700423371512e+05,5.041749836500708945e+06,2.635000038146972656e+01
1.536097747840134621e+09,6.254991728388726478e+05,5.041749885458817706e+06,2.637000083923339844e+01
1.536097747889083385e+09,6.254991948522611056e+05,5.041749885158466175e+06,2.636000061035156250e+01
1.536097747980509996e+09,6.254992173645544099e+05,5.041749892462749965e+06,2.637000083923339844e+01
1.536097748027887344e+09,6.254992347409583163e+05,5.041749902628006414e+06,2.636000061035156250e+01
1.536097748071095705e+09,6.254992419521216070e+05,5.041749952230178751e+06,2.636000061035156250e+01
1.536097748114290714e+09,6.254992614028947428e+05,5.041749949840948917e+06,2.637000083923339844e+01
1.536097748161544085e+09,6.254992862948265392e+05,5.041749948857269250e+06,2.636000061035156250e+01
1.536097748210167170e+09,6.254993072710325941e+05,5.041749954834162258e+06,2.635000038146972656e+01
1.536097748259824276e+09,6.254993041376860347e+05,5.041750033311245963e+06,2.637000083923339844e+01
1.536097748308601856e+09,6.254993236000385368e+05,5.041750036849778146e+06,2.637000083923339844e+01
1.536097748357180595e+09,6.254993544714103919e+05,5.041750023389770649e+06,2.637000083923339844e+01
1.536097748405974150e+09,6.254993766376654385e+05,5.041750028464306146e+06,2.637000083923339844e+01
1.536097748454520226e+09,6.254994181078751571e+05,5.041749953903524205e+06,2.635000038146972656e+01
1.536097748503504276e+09,6.254994385666479357e+05,5.041749953201588243e+06,2.635000038146972656e+01
1.536097748552621603e+09,6.254994507965085795e+05,5.041749973266547546e+06,2.632999992370605469e+01
1.536097748600051880e+09,6.254994741713429103e+05,5.041749976512919180e+06,2.632999992370605469e+01
1.536097748649116278e+09,6.254994733995671850e+05,5.041750054111092351e+06,2.634000015258789062e+01
1.536097748698722839e+09,6.254994880123129115e+05,5.041750059219679795e+06,2.635000038146972656e+01
1.536097748746213675e+09,6.254994932482608128e+05,5.041750051359355450e+06,2.636000061035156250e+01
1.536097748795058012e+09,6.254995157939037308e+05,5.041750056997190230e+06,2.635000038146972656e+01
1.536097748843551874e+09,6.254995969240193954e+05,5.041749868199028075e+06,2.630999946594238281e+01
1.536097748892507553e+09,6.254996171896216692e+05,5.041749870642228052e+06,2.630999946594238281e+01
1.536097748941971779e+09,6.254996339818869019e+05,5.041749877461557277e+06,2.629999923706054688e+01
1.536097748988091469e+09,6.254996561625067843e+05,5.041749875312200747e+06,2.629999923706054688e+01
1.536097749074366093e+09,6.254996889368561096e+05,5.041749844848628156e+06,2.628000068664550781e+01
1.536097749117514849e+09,6.254997157558435574e+05,5.041749851683406159e+06,2.628000068664550781e+01
1.536097749166206837e+09,6.254997476704125293e+05,5.041749864177232608e+06,2.627000045776367188e+01
1.536097749214000225e+09,6.254997696689774748e+05,5.041749864617526531e+06,2.627000045776367188e+01
1.536097749263321877e+09,6.254998059578922112e+05,5.041749834224297665e+06,2.626000022888183594e+01
1.536097749311859369e+09,6.254998218125731219e+05,5.041749835838273168e+06,2.626000022888183594e+01
1.536097749360177755e+09,6.254998382203606889e+05,5.041749822829723358e+06,2.625000000000000000e+01
1.536097749409089327e+09,6.254998578832963249e+05,5.041749822852801532e+06,2.626000022888183594e+01
1.536097749457978487e+09,6.254999016122388421e+05,5.041749765564122237e+06,2.622999954223632812e+01
1.536097749506923199e+09,6.254999194491029484e+05,5.041749765735887922e+06,2.621999931335449219e+01
1.536097749555193901e+09,6.254999326827938203e+05,5.041749781190056354e+06,2.621999931335449219e+01
1.536097749604577303e+09,6.254999572059953352e+05,5.041749772604349069e+06,2.620999908447265625e+01
1.536097749653463840e+09,6.254999808217183454e+05,5.041749763815244660e+06,2.619000053405761719e+01
1.536097749701622009e+09,6.255000050067555858e+05,5.041749759112710133e+06,2.620000076293945312e+01
1.536097749749918222e+09,6.255000129544788506e+05,5.041749758901312947e+06,2.618000030517578125e+01
1.536097749798431396e+09,6.255000306167008821e+05,5.041749761292407289e+06,2.618000030517578125e+01
1.536097749848289728e+09,6.255000380645795958e+05,5.041749792561015114e+06,2.618000030517578125e+01
1.536097749897028446e+09,6.255000654223122401e+05,5.041749791997162625e+06,2.618000030517578125e+01
1.536097749944082499e+09,6.255000838391461875e+05,5.041749789216768928e+06,2.617000007629394531e+01
1.536097749990667343e+09,6.255001039486402879e+05,5.041749792953494005e+06,2.615999984741210938e+01
1.536097750077518702e+09,6.255001445062714629e+05,5.041749750975878909e+06,2.617000007629394531e+01
1.536097750121561527e+09,6.255001673562659416e+05,5.041749747913744301e+06,2.614999961853027344e+01
1.536097750168037653e+09,6.255001922634826042e+05,5.041749752672670409e+06,2.612999916076660156e+01
1.536097750217483521e+09,6.255002227336937794e+05,5.041749746243581176e+06,2.613999938964843750e+01
1.536097750266745806e+09,6.255002003760614898e+05,5.041749874349442311e+06,2.615999984741210938e+01
1.536097750314614773e+09,6.255002285259244964e+05,5.041749873245738447e+06,2.614999961853027344e+01
1.536097750363756657e+09,6.255002388208557386e+05,5.041749879379321821e+06,2.614999961853027344e+01
1.536097750412345171e+09,6.255002597595397383e+05,5.041749880724582821e+06,2.613999938964843750e+01
1.536097750460004568e+09,6.255003115775204496e+05,5.041749770620489493e+06,2.612000083923339844e+01
1.536097750510194778e+09,6.255003269268104341e+05,5.041749777966646478e+06,2.612000083923339844e+01
1.536097750558377266e+09,6.255003345914979000e+05,5.041749772377757356e+06,2.611000061035156250e+01
1.536097750606801510e+09,6.255003566123010824e+05,5.041749771707086824e+06,2.611000061035156250e+01
1.536097750655614138e+09,6.255003733262798050e+05,5.041749775931557640e+06,2.611000061035156250e+01
1.536097750704848289e+09,6.255003862996313255e+05,5.041749791380517185e+06,2.612000083923339844e+01
1.536097750753760815e+09,6.255004248315319419e+05,5.041749766033539549e+06,2.611000061035156250e+01
1.536097750802713871e+09,6.255004429514287040e+05,5.041749771582797170e+06,2.610000038146972656e+01
1.536097750850396633e+09,6.255004876578083495e+05,5.041749704496210441e+06,2.610000038146972656e+01
1.536097750898995638e+09,6.255005110951852985e+05,5.041749698111597449e+06,2.610000038146972656e+01
1.536097750949167490e+09,6.255005376353044994e+05,5.041749705866972916e+06,2.610000038146972656e+01
1.536097750994539261e+09,6.255005629362744512e+05,5.041749703965308145e+06,2.609000015258789062e+01
1.536097751080257416e+09,6.255006196010848507e+05,5.041749605442817323e+06,2.606999969482421875e+01
1.536097751123744011e+09,6.255006400793077191e+05,5.041749616781574674e+06,2.606999969482421875e+01
1.536097751171174526e+09,6.255006680596447550e+05,5.041749585110644810e+06,2.606999969482421875e+01
1.536097751223396778e+09,6.255006942796710646e+05,5.041749589340141043e+06,2.604999923706054688e+01
1.536097751269847870e+09,6.255006960649510147e+05,5.041749643279365264e+06,2.606999969482421875e+01
1.536097751318852663e+09,6.255007183057854418e+05,5.041749651133928448e+06,2.607999992370605469e+01
1.536097751366044521e+09,6.255007421141945524e+05,5.041749684767581522e+06,2.603000068664550781e+01
1.536097751416519403e+09,6.255007645588568412e+05,5.041749682438278571e+06,2.602000045776367188e+01
1.536097751464852095e+09,6.255007762772873975e+05,5.041749728055486456e+06,2.603000068664550781e+01
1.536097751514421463e+09,6.255007980887157610e+05,5.041749711820855737e+06,2.604000091552734375e+01
1.536097751561930180e+09,6.255008122451653471e+05,5.041749733221028000e+06,2.604999923706054688e+01
1.536097751610244274e+09,6.255008269852930680e+05,5.041749751483879983e+06,2.604999923706054688e+01
1.536097751658892393e+09,6.255008496560211061e+05,5.041749737859746441e+06,2.605999946594238281e+01
1.536097751708152294e+09,6.255008707767302403e+05,5.041749788666496053e+06,2.600000000000000000e+01
1.536097751755708456e+09,6.255008917158726836e+05,5.041749796495004557e+06,2.597999954223632812e+01
1.536097751804673433e+09,6.255009173957722960e+05,5.041749788673394360e+06,2.598999977111816406e+01
1.536097751853637218e+09,6.255009226844951045e+05,5.041749843238444999e+06,2.598999977111816406e+01
1.536097751902393818e+09,6.255009467680929229e+05,5.041749824085528031e+06,2.602000045776367188e+01
1.536097751950955629e+09,6.255009741262858734e+05,5.041749830004925840e+06,2.602000045776367188e+01
1.536097751995971203e+09,6.255009999747920083e+05,5.041749839784050360e+06,2.597999954223632812e+01
1.536097752083485603e+09,6.255010314182079164e+05,5.041749921361244284e+06,2.579000091552734375e+01
1.536097752126062155e+09,6.255010543001471087e+05,5.041749949234060012e+06,2.575000000000000000e+01
1.536097752174282312e+09,6.255010718099636724e+05,5.041749952733519487e+06,2.575000000000000000e+01
1.536097752222744703e+09,6.255010910485793138e+05,5.041749947931987233e+06,2.573999977111816406e+01
1.536097752271056414e+09,6.255011103696447099e+05,5.041749952023403719e+06,2.573999977111816406e+01
1.536097752319846153e+09,6.255011476619052701e+05,5.041749962587282062e+06,2.565999984741210938e+01
1.536097752368638992e+09,6.255011689276359975e+05,5.041749960604854859e+06,2.565999984741210938e+01
1.536097752416940451e+09,6.255011865231501870e+05,5.041749966328854673e+06,2.565999984741210938e+01
1.536097752464604139e+09,6.255012043127535144e+05,5.041749981874212623e+06,2.565999984741210938e+01
1.536097752514091492e+09,6.255012106931314338e+05,5.041749591525760479e+06,2.629000091552734375e+01
1.536097752562726021e+09,6.255012251576354029e+05,5.041749604040801525e+06,2.628000068664550781e+01
1.536097752611158848e+09,6.255012600814080797e+05,5.041749570286019705e+06,2.627000045776367188e+01
1.536097752659959316e+09,6.255012905539512867e+05,5.041749544222034514e+06,2.626000022888183594e+01
1.536097752708933592e+09,6.255013054266729159e+05,5.041749386699178256e+06,2.651000022888183594e+01
1.536097752761282444e+09,6.255013136018407531e+05,5.041749394642689265e+06,2.650000000000000000e+01
1.536097752805640459e+09,6.255013335394785972e+05,5.041749387447090819e+06,2.648999977111816406e+01
1.536097752854493141e+09,6.255013379536161665e+05,5.041749433659046888e+06,2.651000022888183594e+01
1.536097752902291298e+09,6.255013502144960221e+05,5.041749471692463383e+06,2.648999977111816406e+01
1.536097752951737404e+09,6.255013896951037459e+05,5.041749450995364226e+06,2.647999954223632812e+01
1.536097752998206615e+09,6.255014119873644086e+05,5.041749449774426408e+06,2.647999954223632812e+01
1.536097753084295511e+09,6.255014333355464041e+05,5.041749456684946083e+06,2.647999954223632812e+01
1.536097753127711296e+09,6.255014624525413383e+05,5.041749615458728746e+06,2.621999931335449219e+01
1.536097753175311327e+09,6.255014830752979033e+05,5.041749619576200843e+06,2.620000076293945312e+01
1.536097753224521637e+09,6.255015064311451279e+05,5.041749617265136912e+06,2.620999908447265625e+01
1.536097753273500204e+09,6.255015554854578804e+05,5.041749554155522957e+06,2.615999984741210938e+01
1.536097753321669340e+09,6.255015902015194297e+05,5.041749791025458835e+06,2.577000045776367188e+01
1.536097753369579792e+09,6.255016072240147041e+05,5.041749792848047800e+06,2.576000022888183594e+01
1.536097753419068813e+09,6.255016357792095514e+05,5.041749791011523455e+06,2.575000000000000000e+01
1.536097753466691256e+09,6.255016478297993308e+05,5.041749800514482893e+06,2.575000000000000000e+01
1.536097753515556335e+09,6.255016713495906442e+05,5.041749855073960498e+06,2.568000030517578125e+01
1.536097753564401388e+09,6.255016991274785250e+05,5.041749853036640212e+06,2.568000030517578125e+01
1.536097753613051891e+09,6.255017182512087747e+05,5.041749853975109756e+06,2.568000030517578125e+01
1.536097753661053419e+09,6.255017557691143593e+05,5.041749794709773734e+06,2.564999961853027344e+01
1.536097753710959435e+09,6.255017832559888484e+05,5.041749937335453928e+06,2.540999984741210938e+01
1.536097753761680126e+09,6.255018032719120383e+05,5.041749932734716684e+06,2.543000030517578125e+01
